ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,PRODUCTCODE,COUNTRY,DEALSIZE
10241,33,72.65,1,2397.45,13-04-2019,Vintage Cars,60,S18_2248,France,Small
10280,25,62.96,15,1574,17-08-2019,Vintage Cars,60,S18_2248,Italy,Small
10288,28,61.75,4,1729,01-09-2019,Vintage Cars,60,S18_2248,Singapore,Small
10303,46,49.04,2,2255.84,06-10-2019,Vintage Cars,60,S18_2248,Spain,Small
10312,30,61.15,16,1834.5,21-10-2019,Vintage Cars,60,S18_2248,USA,Small
10332,38,84.25,9,3201.5,17-11-2019,Vintage Cars,60,S18_2248,UK,Medium
10344,40,56.91,2,2276.4,25-11-2019,Vintage Cars,60,S18_2248,France,Small
10367,45,197.44,4,8884.8,12-01-2020,Vintage Cars,60,S18_2248,USA,Large
10379,27,49.3,1,1331.1,10-02-2020,Vintage Cars,60,S18_2248,Spain,Small
10407,42,72.65,1,3051.3,22-04-2020,Vintage Cars,60,S18_2248,USA,Medium
10420,36,63.57,4,2288.52,29-05-2020,Vintage Cars,60,S18_2248,Australia,Small
10104,29,130.09,12,3772.61,31-01-2018,Trucks and Buses,122,S18_2319,Spain,Medium
10114,39,106.78,3,4164.42,01-04-2018,Trucks and Buses,122,S18_2319,France,Medium
10127,45,139.91,14,6295.95,03-06-2018,Trucks and Buses,122,S18_2319,USA,Medium
10141,47,133.78,8,6287.66,01-08-2018,Trucks and Buses,122,S18_2319,Finland,Medium
10151,49,110.46,6,5412.54,21-09-2018,Trucks and Buses,122,S18_2319,Finland,Medium
10165,46,130.09,15,5984.14,22-10-2018,Trucks and Buses,122,S18_2319,Singapore,Medium
10175,48,122.73,4,5891.04,06-11-2018,Trucks and Buses,122,S18_2319,UK,Medium
10184,46,130.09,9,5984.14,14-11-2018,Trucks and Buses,122,S18_2319,Spain,Medium
10195,35,103.09,9,3608.15,25-11-2018,Trucks and Buses,122,S18_2319,USA,Medium
10207,43,133.78,10,5752.54,09-12-2018,Trucks and Buses,122,S18_2319,USA,Medium
10229,26,144.82,4,3765.32,11-03-2019,Trucks and Buses,122,S18_2319,USA,Medium
10246,22,98.18,8,2159.96,05-05-2019,Trucks and Buses,122,S18_2319,Spain,Small
10259,34,99.41,7,3379.94,15-06-2019,Trucks and Buses,122,S18_2319,Singapore,Medium
10271,50,101.87,8,5093.5,20-07-2019,Trucks and Buses,122,S18_2319,USA,Medium
10281,48,120.28,4,5773.44,19-08-2019,Trucks and Buses,122,S18_2319,USA,Medium
10292,41,110.46,11,4528.86,08-09-2019,Trucks and Buses,122,S18_2319,USA,Medium
10305,36,133.78,8,4816.08,13-10-2019,Trucks and Buses,122,S18_2319,USA,Medium
10313,29,117.82,2,3416.78,22-10-2019,Trucks and Buses,122,S18_2319,Canada,Medium
10324,33,37.48,10,1236.84,05-11-2019,Trucks and Buses,122,S18_2319,USA,Small
10334,46,126.41,6,5814.86,19-11-2019,Trucks and Buses,122,S18_2319,Sweden,Medium
10349,38,137.46,7,5223.48,01-12-2019,Trucks and Buses,122,S18_2319,USA,Medium
10358,20,36.42,11,728.4,10-12-2019,Trucks and Buses,122,S18_2319,Spain,Small
10370,22,179.5,5,3949,20-01-2020,Trucks and Buses,122,S18_2319,Australia,Medium
10383,27,142.37,11,3843.99,22-02-2020,Trucks and Buses,122,S18_2319,Spain,Medium
10412,56,98.18,8,5498.08,03-05-2020,Trucks and Buses,122,S18_2319,Spain,Medium
10425,38,99.41,7,3777.58,31-05-2020,Trucks and Buses,122,S18_2319,France,Medium
10101,25,151.28,4,3782,09-01-2018,Vintage Cars,127,S18_2325,Germany,Medium
10110,33,116.96,4,3859.68,18-03-2018,Vintage Cars,127,S18_2325,UK,Medium
10124,42,105.52,3,4431.84,21-05-2018,Vintage Cars,127,S18_2325,USA,Medium
10149,33,150.01,8,4950.33,12-09-2018,Vintage Cars,127,S18_2325,USA,Medium
10173,31,144.93,10,4492.83,05-11-2018,Vintage Cars,127,S18_2325,Italy,Medium
10182,20,110.6,7,2212,12-11-2018,Vintage Cars,127,S18_2325,USA,Small
10193,44,105.52,11,4642.88,21-11-2018,Vintage Cars,127,S18_2325,Australia,Medium
10204,26,123.32,1,3206.32,02-12-2018,Vintage Cars,127,S18_2325,USA,Medium
10214,27,133.49,4,3604.23,26-01-2019,Vintage Cars,127,S18_2325,Spain,Medium
10227,46,152.56,7,7017.76,02-03-2019,Vintage Cars,127,S18_2325,France,Large
10243,47,130.94,2,6154.18,26-04-2019,Vintage Cars,127,S18_2325,USA,Medium
10280,37,128.4,13,4750.8,17-08-2019,Vintage Cars,127,S18_2325,Italy,Medium
10288,31,123.32,2,3822.92,01-09-2019,Vintage Cars,127,S18_2325,Singapore,Medium
10304,24,101.7,17,2440.8,11-10-2019,Vintage Cars,127,S18_2325,France,Small
10312,31,152.56,14,4729.36,21-10-2019,Vintage Cars,127,S18_2325,USA,Medium
10322,50,250.73,6,12536.5,04-11-2019,Vintage Cars,127,S18_2325,USA,Large
10332,35,64.69,8,2264.15,17-11-2019,Vintage Cars,127,S18_2325,UK,Small
10344,30,130.94,3,3928.2,25-11-2019,Vintage Cars,127,S18_2325,France,Medium
10356,29,125.18,3,3630.22,09-12-2019,Vintage Cars,127,S18_2325,France,Medium
10367,27,155.41,5,4196.07,12-01-2020,Vintage Cars,127,S18_2325,USA,Medium
10380,40,123.29,10,4931.6,16-02-2020,Vintage Cars,127,S18_2325,Spain,Medium
10390,31,98.99,16,3068.69,04-03-2020,Vintage Cars,127,S18_2325,USA,Medium
10409,6,130.94,2,785.64,23-04-2020,Vintage Cars,127,S18_2325,Singapore,Small
10420,45,110.6,2,4977,29-05-2020,Vintage Cars,127,S18_2325,Australia,Medium
10103,22,54.09,2,1189.98,29-01-2018,Trucks and Buses,60,S18_2432,Norway,Small
10114,45,68.67,6,3090.15,01-04-2018,Trucks and Buses,60,S18_2432,France,Medium
10126,43,65.02,2,2795.86,28-05-2018,Trucks and Buses,60,S18_2432,Spain,Small
10140,46,61.99,2,2851.54,24-07-2018,Trucks and Buses,60,S18_2432,USA,Small
10151,39,69.28,9,2701.92,21-09-2018,Trucks and Buses,60,S18_2432,Finland,Small
10165,31,71.1,18,2204.1,22-10-2018,Trucks and Buses,60,S18_2432,Singapore,Small
10175,41,69.28,7,2840.48,06-11-2018,Trucks and Buses,60,S18_2432,UK,Small
10184,44,60.16,12,2647.04,14-11-2018,Trucks and Buses,60,S18_2432,Spain,Small
10194,45,70.49,2,3172.05,25-11-2018,Trucks and Buses,60,S18_2432,France,Medium
10207,37,69.89,13,2585.93,09-12-2018,Trucks and Buses,60,S18_2432,USA,Small
10217,35,61.38,2,2148.3,04-02-2019,Trucks and Buses,60,S18_2432,Singapore,Small
10229,28,59.55,7,1667.4,11-03-2019,Trucks and Buses,60,S18_2432,USA,Small
10246,30,61.99,11,1859.7,05-05-2019,Trucks and Buses,60,S18_2432,Spain,Small
10259,30,49.22,10,1476.6,15-06-2019,Trucks and Buses,60,S18_2432,Singapore,Small
10271,25,69.28,11,1732,20-07-2019,Trucks and Buses,60,S18_2432,USA,Small
10281,29,57.73,7,1674.17,19-08-2019,Trucks and Buses,60,S18_2432,USA,Small
10291,26,57.73,2,1500.98,08-09-2019,Trucks and Buses,60,S18_2432,Sweden,Small
10305,41,53.48,11,2192.68,13-10-2019,Trucks and Buses,60,S18_2432,USA,Small
10313,34,52.87,5,1797.58,22-10-2019,Trucks and Buses,60,S18_2432,Canada,Small
10322,35,61.21,11,2142.35,04-11-2019,Trucks and Buses,60,S18_2432,USA,Small
10334,34,61.38,1,2086.92,19-11-2019,Trucks and Buses,60,S18_2432,Sweden,Small
10347,50,136.69,8,6834.5,29-11-2019,Trucks and Buses,60,S18_2432,Australia,Medium
10357,41,61.99,7,2541.59,10-12-2019,Trucks and Buses,60,S18_2432,USA,Small
10370,22,96.86,7,2130.92,20-01-2020,Trucks and Buses,60,S18_2432,Australia,Small
10391,44,38.5,5,1694,09-03-2020,Trucks and Buses,60,S18_2432,Australia,Small
10412,47,61.99,11,2913.53,03-05-2020,Trucks and Buses,60,S18_2432,Spain,Small
10425,19,49.22,10,935.18,31-05-2020,Trucks and Buses,60,S18_2432,France,Small
10106,34,90.39,2,3073.26,17-02-2018,Planes,84,S18_2581,Italy,Medium
10120,29,71.81,8,2082.49,29-04-2018,Planes,84,S18_2581,Australia,Small
10133,49,69.27,3,3394.23,27-06-2018,Planes,84,S18_2581,Spain,Medium
10145,30,85.32,14,2559.6,25-08-2018,Planes,84,S18_2581,USA,Small
10168,21,70.96,9,1490.16,28-10-2018,Planes,84,S18_2581,USA,Small
10210,50,76.88,7,3844,12-01-2019,Planes,84,S18_2581,Japan,Medium
10223,47,100.53,9,4724.91,20-02-2019,Planes,84,S18_2581,Australia,Medium
10235,24,76.03,3,1824.72,02-04-2019,Planes,84,S18_2581,Canada,Small
10250,27,98.84,4,2668.68,11-05-2019,Planes,84,S18_2581,USA,Small
10263,33,86.17,10,2843.61,28-06-2019,Planes,84,S18_2581,USA,Small
10275,35,90.39,9,3163.65,23-07-2019,Planes,84,S18_2581,France,Medium
10284,31,71.81,1,2226.11,21-08-2019,Planes,84,S18_2581,Norway,Small
10297,25,82.79,4,2069.75,16-09-2019,Planes,84,S18_2581,Ireland,Small
10308,27,82.79,7,2235.33,15-10-2019,Planes,84,S18_2581,USA,Small
10318,31,100.53,9,3116.43,02-11-2019,Planes,84,S18_2581,USA,Medium
10327,45,106.26,8,4781.7,10-11-2019,Planes,84,S18_2581,Denmark,Medium
10339,27,104.1,2,2810.7,23-11-2019,Planes,84,S18_2581,Japan,Small
10353,27,130.21,1,3515.67,04-12-2019,Planes,84,S18_2581,USA,Medium
10374,42,69.27,2,2909.34,02-02-2020,Planes,84,S18_2581,Australia,Small
10386,21,74.77,18,1570.17,01-03-2020,Planes,84,S18_2581,Spain,Small
10398,34,76.88,15,2613.92,30-03-2020,Planes,84,S18_2581,France,Small
10401,42,76.03,3,3193.26,03-04-2020,Planes,84,S18_2581,USA,Medium
10416,15,98.84,4,1482.6,10-05-2020,Planes,84,S18_2581,Italy,Small
10107,29,70.87,6,2055.23,24-02-2018,Motorcycles,60,S18_2625,USA,Small
10120,46,58.15,4,2674.9,29-04-2018,Motorcycles,60,S18_2625,Australia,Small
10134,30,61.78,6,1853.4,01-07-2018,Motorcycles,60,S18_2625,France,Small
10145,30,49.67,10,1490.1,25-08-2018,Motorcycles,60,S18_2625,USA,Small
10168,46,61.18,5,2814.28,28-10-2018,Motorcycles,60,S18_2625,USA,Small
10180,25,64.2,13,1605,11-11-2018,Motorcycles,60,S18_2625,France,Small
10188,32,65.42,5,2093.44,18-11-2018,Motorcycles,60,S18_2625,Norway,Small
10210,40,49.67,3,1986.8,12-01-2019,Motorcycles,60,S18_2625,Japan,Small
10223,28,60.57,5,1695.96,20-02-2019,Motorcycles,60,S18_2625,Australia,Small
10236,23,55.72,2,1281.56,03-04-2019,Motorcycles,60,S18_2625,USA,Small
10251,29,61.18,6,1774.22,18-05-2019,Motorcycles,60,S18_2625,USA,Small
10263,34,58.75,6,1997.5,28-06-2019,Motorcycles,60,S18_2625,USA,Small
10275,37,63.6,5,2353.2,23-07-2019,Motorcycles,60,S18_2625,France,Small
10285,20,49.06,10,981.2,27-08-2019,Motorcycles,60,S18_2625,USA,Small
10298,32,48.46,2,1550.72,27-09-2019,Motorcycles,60,S18_2625,France,Small
10308,34,52.09,3,1771.06,15-10-2019,Motorcycles,60,S18_2625,USA,Small
10318,42,52.7,5,2213.4,02-11-2019,Motorcycles,60,S18_2625,USA,Small
10329,38,138.58,12,5266.04,15-11-2019,Motorcycles,60,S18_2625,USA,Medium
10339,30,62.16,1,1864.8,23-11-2019,Motorcycles,60,S18_2625,Japan,Small
10362,23,49.67,3,1142.41,05-01-2020,Motorcycles,60,S18_2625,USA,Small
10374,22,53.3,4,1172.6,02-02-2020,Motorcycles,60,S18_2625,Australia,Small
10389,39,179,5,6981,03-03-2020,Motorcycles,60,S18_2625,Sweden,Medium
10402,55,55.72,2,3064.6,07-04-2020,Motorcycles,60,S18_2625,France,Medium
10417,36,61.18,6,2202.48,13-05-2020,Motorcycles,60,S18_2625,Spain,Small
10101,26,145.13,1,3773.38,09-01-2018,Vintage Cars,168,S18_2795,Germany,Medium
10110,31,163.69,1,5074.39,18-03-2018,Vintage Cars,168,S18_2795,UK,Medium
10125,34,190.69,2,6483.46,21-05-2018,Vintage Cars,168,S18_2795,Australia,Medium
10139,41,194.06,8,7956.46,16-07-2018,Vintage Cars,168,S18_2795,Australia,Large
10149,23,183.94,5,4230.62,12-09-2018,Vintage Cars,168,S18_2795,USA,Medium
10173,22,156.94,7,3452.68,05-11-2018,Vintage Cars,168,S18_2795,Italy,Medium
10182,21,145.13,4,3047.73,12-11-2018,Vintage Cars,168,S18_2795,USA,Medium
10193,22,167.06,8,3675.32,21-11-2018,Vintage Cars,168,S18_2795,Australia,Medium
10205,40,187.31,3,7492.4,03-12-2018,Vintage Cars,168,S18_2795,Spain,Large
10214,50,190.69,1,9534.5,26-01-2019,Vintage Cars,168,S18_2795,Spain,Large
10227,29,192.38,4,5579.02,02-03-2019,Vintage Cars,168,S18_2795,France,Medium
10244,43,138.38,8,5950.34,29-04-2019,Vintage Cars,168,S18_2795,Spain,Medium
10255,24,155.25,1,3726,04-06-2019,Vintage Cars,168,S18_2795,France,Medium
10280,22,202.5,10,4455,17-08-2019,Vintage Cars,168,S18_2795,Italy,Medium
10289,43,192.38,3,8272.34,03-09-2019,Vintage Cars,168,S18_2795,Norway,Large
10304,20,178.88,14,3577.6,11-10-2019,Vintage Cars,168,S18_2795,France,Medium
10312,25,155.25,11,3881.25,21-10-2019,Vintage Cars,168,S18_2795,USA,Medium
10322,36,161.04,2,5797.44,04-11-2019,Vintage Cars,168,S18_2795,USA,Medium
10332,24,52.67,1,1264.08,17-11-2019,Vintage Cars,168,S18_2795,UK,Small
10347,21,229.3,6,4815.3,29-11-2019,Vintage Cars,168,S18_2795,Australia,Medium
10356,30,148.74,1,4462.2,09-12-2019,Vintage Cars,168,S18_2795,France,Medium
10367,32,94.79,7,3033.28,12-01-2020,Vintage Cars,168,S18_2795,USA,Medium
10380,21,47.18,8,990.78,16-02-2020,Vintage Cars,168,S18_2795,Spain,Small
10390,26,78.11,7,2030.86,04-03-2020,Vintage Cars,168,S18_2795,USA,Small
10421,35,155.25,1,5433.75,29-05-2020,Vintage Cars,168,S18_2795,USA,Medium
10109,26,121.44,1,3157.44,10-03-2018,Classic Cars,132,S18_2870,USA,Medium
10123,46,112.2,3,5161.2,20-05-2018,Classic Cars,132,S18_2870,France,Medium
10137,37,117.48,3,4346.76,10-07-2018,Classic Cars,132,S18_2870,France,Medium
10148,27,130.68,10,3528.36,11-09-2018,Classic Cars,132,S18_2870,Australia,Medium
10161,23,138.6,9,3187.8,17-10-2018,Classic Cars,132,S18_2870,Denmark,Medium
10172,39,154.44,7,6023.16,05-11-2018,Classic Cars,132,S18_2870,USA,Medium
10181,27,143.88,3,3884.76,12-11-2018,Classic Cars,132,S18_2870,Norway,Medium
10192,38,130.68,8,4965.84,20-11-2018,Classic Cars,132,S18_2870,USA,Medium
10204,27,154.44,14,4169.88,02-12-2018,Classic Cars,132,S18_2870,USA,Medium
10212,40,122.76,7,4910.4,16-01-2019,Classic Cars,132,S18_2870,Spain,Medium
10226,24,134.64,5,3231.36,26-02-2019,Classic Cars,132,S18_2870,USA,Medium
10241,44,155.76,12,6853.44,13-04-2019,Classic Cars,132,S18_2870,France,Medium
10253,37,139.92,2,5177.04,01-06-2019,Classic Cars,132,S18_2870,UK,Medium
10266,20,141.24,3,2824.8,06-07-2019,Classic Cars,132,S18_2870,Italy,Small
10278,39,110.88,3,4324.32,06-08-2019,Classic Cars,132,S18_2870,USA,Medium
10287,44,114.84,1,5052.96,30-08-2019,Classic Cars,132,S18_2870,Switzerland,Medium
10301,22,146.52,5,3223.44,05-10-2018,Classic Cars,132,S18_2870,Norway,Medium
10311,43,122.76,10,5278.68,16-10-2019,Classic Cars,132,S18_2870,Spain,Medium
10321,27,105.6,7,2851.2,04-11-2019,Classic Cars,132,S18_2870,USA,Small
10331,26,64.9,10,1687.4,17-11-2019,Classic Cars,132,S18_2870,USA,Small
10343,25,52.32,3,1308,24-11-2019,Classic Cars,132,S18_2870,France,Small
10366,49,125.4,2,6144.6,10-01-2020,Classic Cars,132,S18_2870,Belgium,Medium
10379,29,176.8,5,5127.2,10-02-2020,Classic Cars,132,S18_2870,Spain,Medium
10407,41,155.76,12,6386.16,22-04-2020,Classic Cars,132,S18_2870,USA,Medium
10419,55,139.92,2,7695.6,17-05-2020,Classic Cars,132,S18_2870,Austria,Large
10103,27,83.07,12,2242.89,29-01-2018,Vintage Cars,101,S18_2949,Norway,Small
10112,23,110.43,2,2539.89,24-03-2018,Vintage Cars,101,S18_2949,Sweden,Small
10126,31,90.17,12,2795.27,28-05-2018,Vintage Cars,101,S18_2949,Spain,Small
10139,46,120.56,1,5545.76,16-07-2018,Vintage Cars,101,S18_2949,Australia,Medium
10150,47,91.18,9,4285.46,19-09-2018,Vintage Cars,101,S18_2949,Singapore,Medium
10163,31,107.39,2,3329.09,20-10-2018,Vintage Cars,101,S18_2949,USA,Medium
10174,46,121.57,5,5592.22,06-11-2018,Vintage Cars,101,S18_2949,Australia,Medium
10183,37,89.15,9,3298.55,13-11-2018,Vintage Cars,101,S18_2949,USA,Medium
10193,28,93.21,1,2609.88,21-11-2018,Vintage Cars,101,S18_2949,Australia,Small
10206,37,90.17,7,3336.29,05-12-2018,Vintage Cars,101,S18_2949,Canada,Medium
10215,49,112.45,4,5510.05,29-01-2019,Vintage Cars,101,S18_2949,USA,Medium
10228,24,104.35,3,2504.4,10-03-2019,Vintage Cars,101,S18_2949,USA,Small
10244,30,117.52,1,3525.6,29-04-2019,Vintage Cars,101,S18_2949,Spain,Medium
10257,50,88.14,1,4407,14-06-2019,Vintage Cars,101,S18_2949,USA,Medium
10270,31,96.24,10,2983.44,19-07-2019,Vintage Cars,101,S18_2949,Australia,Small
10280,46,111.44,3,5126.24,17-08-2019,Vintage Cars,101,S18_2949,Italy,Medium
10291,47,121.57,12,5713.79,08-09-2019,Vintage Cars,101,S18_2949,Sweden,Medium
10304,46,100.3,7,4613.8,11-10-2019,Vintage Cars,101,S18_2949,France,Medium
10312,37,100.3,4,3711.1,21-10-2019,Vintage Cars,101,S18_2949,USA,Medium
10322,33,106.81,12,3524.73,04-11-2019,Vintage Cars,101,S18_2949,USA,Medium
10347,48,100.3,9,4814.4,29-11-2019,Vintage Cars,101,S18_2949,Australia,Medium
10357,41,87.13,6,3572.33,10-12-2019,Vintage Cars,101,S18_2949,USA,Medium
10369,42,109.08,1,4581.36,20-01-2020,Vintage Cars,101,S18_2949,USA,Medium
10391,32,45.25,6,1448,09-03-2020,Vintage Cars,101,S18_2949,Australia,Small
10423,10,88.14,1,881.4,30-05-2020,Vintage Cars,101,S18_2949,Belgium,Small
10103,35,57.46,14,2011.1,29-01-2018,Vintage Cars,62,S18_2957,Norway,Small
10126,46,73.7,14,3390.2,28-05-2018,Vintage Cars,62,S18_2957,Spain,Medium
10139,20,71.2,3,1424,16-07-2018,Vintage Cars,62,S18_2957,Australia,Small
10150,30,49.97,11,1499.1,19-09-2018,Vintage Cars,62,S18_2957,Singapore,Small
10163,48,69.96,4,3358.08,20-10-2018,Vintage Cars,62,S18_2957,USA,Medium
10173,28,53.72,2,1504.16,05-11-2018,Vintage Cars,62,S18_2957,Italy,Small
10183,39,68.08,11,2655.12,13-11-2018,Vintage Cars,62,S18_2957,USA,Small
10193,24,51.84,3,1244.16,21-11-2018,Vintage Cars,62,S18_2957,Australia,Small
10206,28,67.46,9,1888.88,05-12-2018,Vintage Cars,62,S18_2957,Canada,Small
10215,31,58.71,6,1820.01,29-01-2019,Vintage Cars,62,S18_2957,USA,Small
10228,45,63.71,5,2866.95,10-03-2019,Vintage Cars,62,S18_2957,USA,Small
10244,24,58.09,3,1394.16,29-04-2019,Vintage Cars,62,S18_2957,Spain,Small
10257,49,53.72,3,2632.28,14-06-2019,Vintage Cars,62,S18_2957,USA,Small
10269,32,63.08,1,2018.56,16-07-2019,Vintage Cars,62,S18_2957,Austria,Small
10280,43,68.71,5,2954.53,17-08-2019,Vintage Cars,62,S18_2957,Italy,Small
10291,37,50.59,14,1871.83,08-09-2019,Vintage Cars,62,S18_2957,Sweden,Small
10304,24,64.96,9,1559.04,11-10-2019,Vintage Cars,62,S18_2957,France,Small
10312,35,53.72,6,1880.2,21-10-2019,Vintage Cars,62,S18_2957,USA,Small
10322,41,29.87,13,1224.67,04-11-2019,Vintage Cars,62,S18_2957,USA,Small
10332,26,114.58,17,2979.08,17-11-2019,Vintage Cars,62,S18_2957,UK,Small
10347,34,64.96,10,2208.64,29-11-2019,Vintage Cars,62,S18_2957,Australia,Small
10357,49,70.58,5,3458.42,10-12-2019,Vintage Cars,62,S18_2957,USA,Medium
10369,28,44.21,6,1237.88,20-01-2020,Vintage Cars,62,S18_2957,USA,Small
10392,37,59.96,3,2218.52,10-03-2020,Vintage Cars,62,S18_2957,Austria,Small
10423,31,53.72,3,1665.32,30-05-2020,Vintage Cars,62,S18_2957,Belgium,Small
10106,41,83.44,18,3421.04,17-02-2018,Ships,86,S18_3029,Italy,Medium
10119,21,89.46,9,1878.66,28-04-2018,Ships,86,S18_3029,Austria,Small
10130,40,96.34,2,3853.6,16-06-2018,Ships,86,S18_3029,USA,Medium
10143,46,74.84,13,3442.64,10-08-2018,Ships,86,S18_3029,USA,Medium
10155,44,79.14,11,3482.16,06-10-2018,Ships,86,S18_3029,Finland,Medium
10167,46,73.12,7,3363.52,23-10-2018,Ships,86,S18_3029,Sweden,Medium
10178,41,81.72,10,3350.52,08-11-2018,Ships,86,S18_3029,France,Medium
10186,32,89.46,7,2862.72,14-11-2018,Ships,86,S18_3029,UK,Small
10197,46,87.74,4,4036.04,26-11-2018,Ships,86,S18_3029,Spain,Medium
10222,49,94.62,10,4636.38,19-02-2019,Ships,86,S18_3029,USA,Medium
10248,21,73.98,1,1553.58,07-05-2019,Ships,86,S18_3029,USA,Small
10262,32,84.3,15,2697.6,24-06-2019,Ships,86,S18_3029,Spain,Small
10273,34,98.06,2,3334.04,21-07-2019,Ships,86,S18_3029,Belgium,Medium
10283,21,98.06,4,2059.26,20-08-2019,Ships,86,S18_3029,Canada,Small
10296,21,96.34,13,2023.14,15-09-2019,Ships,86,S18_3029,Germany,Small
10307,31,83.44,7,2586.64,14-10-2019,Ships,86,S18_3029,USA,Small
10316,21,94.62,15,1987.02,01-11-2019,Ships,86,S18_3029,UK,Small
10327,25,45.86,5,1146.5,10-11-2019,Ships,86,S18_3029,Denmark,Small
10338,28,82.58,3,2312.24,22-11-2019,Ships,86,S18_3029,Belgium,Small
10350,43,64.97,6,2793.71,02-12-2019,Ships,86,S18_3029,Spain,Small
10373,22,86.74,5,1908.28,31-01-2020,Ships,86,S18_3029,Finland,Small
10386,37,93.01,5,3441.37,01-03-2020,Ships,86,S18_3029,Spain,Medium
10398,28,72.26,18,2023.28,30-03-2020,Ships,86,S18_3029,France,Small
10400,30,74.84,7,2245.2,01-04-2020,Ships,86,S18_3029,USA,Small
10414,44,73.98,1,3255.12,06-05-2020,Ships,86,S18_3029,USA,Medium
10103,25,101.58,13,2539.5,29-01-2018,Vintage Cars,104,S18_3136,Norway,Small
10126,30,97.39,13,2921.7,28-05-2018,Vintage Cars,104,S18_3136,Spain,Small
10139,20,90.06,2,1801.2,16-07-2018,Vintage Cars,104,S18_3136,Australia,Small
10150,26,107.86,10,2804.36,19-09-2018,Vintage Cars,104,S18_3136,Singapore,Small
10163,40,122.52,3,4900.8,20-10-2018,Vintage Cars,104,S18_3136,USA,Medium
10173,31,89.01,1,2759.31,05-11-2018,Vintage Cars,104,S18_3136,Italy,Small
10183,22,113.1,10,2488.2,13-11-2018,Vintage Cars,104,S18_3136,USA,Small
10193,23,120.43,2,2769.89,21-11-2018,Vintage Cars,104,S18_3136,Australia,Small
10206,30,119.38,8,3581.4,05-12-2018,Vintage Cars,104,S18_3136,Canada,Medium
10215,49,107.86,5,5285.14,29-01-2019,Vintage Cars,104,S18_3136,USA,Medium
10228,31,102.63,4,3181.53,10-03-2019,Vintage Cars,104,S18_3136,USA,Medium
10244,29,115.19,2,3340.51,29-04-2019,Vintage Cars,104,S18_3136,Spain,Medium
10257,37,84.82,2,3138.34,14-06-2019,Vintage Cars,104,S18_3136,USA,Medium
10270,38,125.66,11,4775.08,19-07-2019,Vintage Cars,104,S18_3136,Australia,Medium
10280,29,103.67,4,3006.43,17-08-2019,Vintage Cars,104,S18_3136,Italy,Medium
10291,23,124.62,13,2866.26,08-09-2019,Vintage Cars,104,S18_3136,Sweden,Small
10304,26,85.87,8,2232.62,11-10-2019,Vintage Cars,104,S18_3136,France,Small
10312,38,117.29,5,4457.02,21-10-2019,Vintage Cars,104,S18_3136,USA,Medium
10322,48,47.04,7,2257.92,04-11-2019,Vintage Cars,104,S18_3136,USA,Small
10332,40,39.8,18,1592,17-11-2019,Vintage Cars,104,S18_3136,UK,Small
10347,45,109.96,11,4948.2,29-11-2019,Vintage Cars,104,S18_3136,Australia,Medium
10357,44,117.29,4,5160.76,10-12-2019,Vintage Cars,104,S18_3136,USA,Medium
10369,21,94.22,5,1978.62,20-01-2020,Vintage Cars,104,S18_3136,USA,Small
10392,29,86.92,2,2520.68,10-03-2020,Vintage Cars,104,S18_3136,Austria,Small
10423,21,84.82,2,1781.22,30-05-2020,Vintage Cars,104,S18_3136,Belgium,Small
10105,22,139.32,11,3065.04,11-02-2018,Vintage Cars,136,S18_3140,Denmark,Medium
10117,26,136.59,5,3551.34,16-04-2018,Vintage Cars,136,S18_3140,Singapore,Medium
10128,41,135.22,2,5544.02,06-06-2018,Vintage Cars,136,S18_3140,Spain,Medium
10142,47,128.39,8,6034.33,08-08-2018,Vintage Cars,136,S18_3140,USA,Medium
10153,31,117.47,7,3641.57,28-09-2018,Vintage Cars,136,S18_3140,Spain,Medium
10166,43,161.18,2,6930.74,21-10-2018,Vintage Cars,136,S18_3140,USA,Medium
10177,23,159.81,9,3675.63,07-11-2018,Vintage Cars,136,S18_3140,Spain,Medium
10185,28,122.93,9,3442.04,14-11-2018,Vintage Cars,136,S18_3140,USA,Medium
10196,49,140.69,1,6893.81,26-11-2018,Vintage Cars,136,S18_3140,USA,Medium
10208,24,109.27,9,2622.48,02-01-2019,Vintage Cars,136,S18_3140,France,Small
10221,33,133.86,3,4417.38,18-02-2019,Vintage Cars,136,S18_3140,Belgium,Medium
10232,22,163.91,6,3606.02,20-03-2019,Vintage Cars,136,S18_3140,UK,Medium
10248,32,118.83,12,3802.56,07-05-2019,Vintage Cars,136,S18_3140,USA,Medium
10273,40,125.66,13,5026.4,21-07-2019,Vintage Cars,136,S18_3140,Belgium,Medium
10282,43,155.71,1,6695.53,20-08-2019,Vintage Cars,136,S18_3140,USA,Medium
10293,24,117.47,4,2819.28,09-09-2019,Vintage Cars,136,S18_3140,Italy,Small
10306,32,117.47,9,3759.04,14-10-2019,Vintage Cars,136,S18_3140,UK,Medium
10314,20,136.59,1,2731.8,22-10-2019,Vintage Cars,136,S18_3140,Denmark,Small
10325,24,69.12,9,1658.88,05-11-2019,Vintage Cars,136,S18_3140,Norway,Small
10336,48,120.38,12,5778.24,20-11-2019,Vintage Cars,136,S18_3140,France,Medium
10350,44,117.98,1,5191.12,02-12-2019,Vintage Cars,136,S18_3140,Spain,Medium
10372,28,137.96,3,3862.88,26-01-2020,Vintage Cars,136,S18_3140,Japan,Medium
